"","score","text","class"
"5274",10,"di hari menang nan fitri ini moga jadi diri sobat kembali suci penuh fitrah dalam silaturahmi yang penuh berkah selamat idulfitri untuk sobat yang raya aktivitastanpabatas internetnyaindonesia ","Positive"
"5275",-1,"rt tips silaturahmi lebaran cukup pamer minus jangan profit karena profit nanti tau tau sudah jalan jalan ke","Negative"
"5276",0,"taqabbalallahu minna wa minkum mari jadi idulfitri bagai momen erat silaturahmi dan lapang dada untuk saling maaf eidmubarak ","Neutral"
"5277",0," banget anjrit tapi masih silaturahmi","Neutral"
"5278",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5279",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5280",0," gue juga capek edan dritadi enggak selesai selesai silaturahmi nya hshhshssk pengin rebah ","Neutral"
"5281",8,"rt di hari menang tahun ini akhir kita dapat lepas rindu untuk bertemunamun kita tidak boleh abai karena pandemi","Positive"
"5282",4,"contoh tata krama yang baik presiden silaturahmi ke kanjeng sultan meski presiden tetap mau kunjung ke raja yogyakarta hadiningrat ","Positive"
"5283",0,"mau fwb saja bilang silaturahmi ","Neutral"
"5284",-1,"kumpul keluarga bukan silaturahmi malah pamer kaya wkwkwk","Negative"
"5285",7,"selain silaturahmi ini beberapa rekomendasi giat seru yang bisa laku sama keluarga saat mudik ke kampung halaman kumparanmom ","Positive"
"5286",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5287",0,"istirahat dulu ah sudah capek keliling silaturahmi ke tetangga ","Neutral"
"5288",-4," seputarlebaran mau pada silaturahmi paham dulu nih atur parkir biar enggak ganggu ","Negative"
"5289",0,"hasil silaturahmi ","Neutral"
"5290",4," waahh keliling sambil silaturahmi ya kak selamat lebaran ya enggak","Positive"
"5291",6,"raya hari raya idul fitri hijriah presiden joko widodo dan ibu negara iriana laku silaturahmi cara virtual dengan wakil presiden sama ruf amin dan ibu wury sama ruf amin jokowi marufamin silaturahmi idulfitri idulfitri h lebaran ","Positive"
"5292",7,"kadang suka ingat dulu kalo lebaran itu pada silaturahmi rumah pada cari rumah yang bagus biasa asih thr nya banyak bahkan sekarang ketika sudah meranjak dewasa suka malu dan gaenak kalo kasih itu tapi ya nama rezeki enggak boleh tolak ye enggak ","Positive"
"5293",3,"energi benar kuras habis ketemu orang banyak mana omong beuhhh memang kudu sabar sih tiap silaturahmi tuh di keluarga besar lama gue belum jadi orang pandang juga kayak enggak bakal dianggep gadateng dinyinyirin pas datang di cuekin sabar sabar","Positive"
"5294",0,"mrt lebara semuaaaaa dari aku yang sudah ngantuk capek banget karena semalem baru sampai dan pagi langsung kuras energu buat silaturahmi sama orang ","Neutral"
"5295",0,"rt dan tahun ini sadar banget dan percaya kalau jaga silaturahmi itu salah satu kunci dari alir rezeki sekarang coba","Neutral"
"5296",3,"seperti biasa habis silaturahmi langsung makan apa ya betul bakso","Positive"
"5297",0," masuk silaturahmi ke rumah mereka mereka ya keluh apa ","Neutral"
"5298",0,"ehm mau silaturahmi ke kostan kamu boleh enggak ","Neutral"
"5299",-6,"gue kadang iri lihat orang silaturahmi ketemu sama pupu lah keluarga bapak gue jauh keluarga emak gue enggak harmonis ","Negative"
"5300",0,"presiden jokowi silaturahmi idulfitri dengan wapres lalu video call ","Neutral"
"5301",0," mau silaturahmi boleh ","Neutral"
"5302",0," link dong mau silaturahmi","Neutral"
"5303",-1,"oh jadi begini rasa silaturahmi sambil literally kerja ","Negative"
"5304",0,"babinsa manisrenggo jalin silaturahmi dengan muka agama desa tanjungsari ","Neutral"
"5305",-2,"orang orang yang keluarga kumpul bisa keliling silaturahmi atau apa begitu kok ya pada kesel ngegerutu terus ini lah itu enggak tau mau apa itu noh temenin mak lu di dapur kan bisa gua yang enggak punya aktivitas sama sekal karena ngerantau sendiri begini baca kesel","Negative"
"5306",0," ada saja ya mulut manusia kalo lagi silaturahmi","Neutral"
"5307",0,"lagi silaturahmi ketemu adik buyut gue tiba ditanya aljabar linear p si doi anak ganesha","Neutral"
"5308",4," lebih banget ambisnya ajar masih bisa besok tapi silaturahmi kapan lagi loh ","Positive"
"5309",0,"serang bocil di silaturahmi kumpul sama keluarga","Neutral"
"5310",2,"tiap silaturahmi orang tua pasti ngebangain anak tapi sayang gue bukan anak itu ","Positive"
"5311",-4," dok kalo silaturahmi ke rumah bau karbol enggak dok ","Negative"
"5312",0," gue justru pengin keliling silaturahmi kayak orang pada cuman keluarga gue kata lain sksks syukur saja yanc okey","Neutral"
"5313",-1," silaturahmi ke rumah orang oh ini sebut nama kakak ya alias enggak ada yang kenal aku anjir","Negative"
"5314",0," buset nder lu silaturahmi satu provinsi apa bagaimana ","Neutral"
"5315",4,"rt pergi keliling di akhir pekantidak lupa beli rambutanselamat lebaran citilink ucap dan patuh protokol sehat","Positive"
"5316",0,"lebaran bukan silaturahmi malah rebah overthinking pula ","Neutral"
"5317",-6,"pas lagi silaturahmi padahal sudah agak jauh dari rumah baru sadar kalo rok balik anjir untung enggak ada yang sadar habis itu minta izin ke rumah tetangga ke kamar mandi padahal mah bukan ke kamar mandi cuma ke belakang doang mau benerin rok","Negative"
"5318",0,"win hari ini lebaran apa tidak mau silaturahmi ke rumahkuuuuuuuh win metawin winmetawin ","Neutral"
"5319",0,"pacar akumah lebaran bukan ajak silaturahmi ke keluarga malah ajak antem","Neutral"
"5320",4," ya lagi lagi silaturahmi loh enggak henti dulu ajar","Positive"
"5321",0," hai hai hyyy sama aku juga baru beres silaturahmi pengin turu ","Neutral"
"5322",8,"rt temanpemilih segenap jajar kpu r ucap selamat hari buruh internasional dengan semangat ketupat mau day mari mer","Positive"
"5323",0,"masih dalam mode silaturahmi lebaran ","Neutral"
"5324",0," silaturahmi","Neutral"
"5325",-2," enggak jugatp memang silaturahmi tuh bikin rezeki lancar katanyamah","Negative"
"5326",-4," ah enggak juga tapi kalo bisa silaturahmi ya bagus berkah saja begitu tapi ya kalo kamu sakit egk usah di paksa untuk ikut","Negative"
"5327",0," ayo mas silaturahmi ke rumah aku nanti kamu enggak kubolehin pulang ","Neutral"
"5328",0,"minal aidin yuk silaturahmi","Neutral"
"5329",0,"sholat ied silaturahmi maaf maaf turu","Neutral"
"5330",6,"rt selamat raya idul fitri hijriah kembali suci penuh fitrah dalam silaturahmi yang penuh berkah kemhan kemhanri","Positive"
"5331",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5332",4,"gilir silaturahmi yang ditanyaiin ortuku ayu kapan wes nduwe calon sih ","Positive"
"5333",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5334",-8," no salty pls memang kalo enggak silaturahmi ke keluarga entar rezeki seret ya aku katai sama mama begitu moga seret rezeki dd karena aku enggak mau ikut terus malah tidur aku mau bilang kalo perut nyeri tapi pasti bilang omong kosong doang terus rumah tuh jauh banget ","Negative"
"5335",-3," sodaraku lagi tangis marah ibu soal lagi salam salam silaturahmi dia tetap ajar utbk begitu bagaimana ya bingung","Negative"
"5336",0,"piw siapa sini yang sudah pada makan lontong silaturahmi di dm yuk hahaha","Neutral"
"5337",0," lagi silaturahmi","Neutral"
"5338",0," silaturahmi shopeeid","Neutral"
"5339",0,"boleh bagi alamat kali nder mau silaturahmi ","Neutral"
"5340",5," benar banget rumah sodara niat silaturahmi malah ikut tidur siang","Positive"
"5341",0,"prabowo silaturahmi lebaran ke jokowi dan megawati siang ini ","Neutral"
"5342",5,"rt tidak masuk surga pemutus silaturahmi hari muslim ","Positive"
"5343",4,"khutbah tadi pagi silaturahmi idul fitri untuk baik hubung sama makhluk apakah ini tanda aku harus balik ","Positive"
"5344",3,"niatna datang silaturahmi ngopi calik bari santai hoyong siga batur ngarasakeun lebaran tapi dugi kak bumi calik sakedap tos di tajong meren iyeu nu di namikeun kanyataan moal sadaya niat hade di balas ku kahadean ","Positive"
"5345",0," silaturahmi tahun ini sama kayak tahun kemarin kak min sepiii","Neutral"
"5346",0,"prabowo silaturahmi lebaran ke jokowi dan megawati siang ini ","Neutral"
"5347",1,"rt buber enggak suka lebaran enggak suka silaturahmi enggak suka obrol enggak suka pas nanti susah sendiri enggak ada yang tau dan bantuin nya","Positive"
"5348",-5," azab enggak silaturahmi","Negative"
"5349",0," hamdalah sudah makan bakso setelah muter silaturahmi","Neutral"
"5350",11,"keluarga besar palang merah indonesia ucap selamat hari raya idul fitri syawal hijriyahmohon maaf lahir bathin mari jadi momen idul fitri untuk selalu bagi baik dan jalin silaturahmi idulfitri idulfitri pmiselalubantu ","Positive"
"5351",0," silaturahmi shopeeid","Neutral"
"5352",-8,"kali pacar kali juga tiap ajak ke rumah pacar buat silaturahmi sama orang tua gua enggak pernah mau bahkan pernah sih sampai putus gara hal ini gua selalu bilang serius cuma mulut doang kalo buat kenal an sama orang tua mah duh ntaran dulu deh ","Negative"
"5353",20,"ramadhan cepat dan lebaran paling kesan karena allah berik lancar ibadah kami dan allah sambung tali silaturahmi kami dengan sahabat dan tetangga yang sempat putus sungguh allah maha asih lagi maha sayang moga ini adalah buah tanda baik a mi n ","Positive"
"5354",-4," ajang silaturahmi malah buat ajang konflik admin sial","Negative"
"5355",0,"prabowo silaturahmi lebaran ke jokowi dan megawati siang ini ","Neutral"
"5356",0,"pf siapa sini yang sudah pada makan lontong silaturahmi di dm yuk hahaha","Neutral"
"5357",5,"dengar orang takbiransholat idkeliling ke rumah tetangga silaturahmi minta maaf dan minta doa kalo pagi habis sholat id keliling nya sama keluarga kalo sudah habis dzuhur keliling nya sama teman teman seru banget ","Positive"
"5358",4,"mau pada silaturahmi paham atur parkir agar tak ganggu ","Positive"
"5359",0," mari silaturahmi","Neutral"
"5360",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5361",4,"benar lihat sendiri sih aa silaturahmi bawa laptop cuti boleh laptop di bawa wkwkwk","Positive"
"5362",0,"jokowi dan keluarga silaturahmi idulfitri ke keraton yogyakarta ","Neutral"
"5363",7," hai kak rizki maaf untuk alam ya agar bisa kami bantu cek yuk infoin nomor via dm selamat kumpul sama keluarga di hari idul fitri ini tetap jaga silaturahmi dan moga sehat selalu ","Positive"
"5364",0," jaga silaturahmi ya ceu ","Neutral"
"5365",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5366",3," silaturahmi sama fresh cold whitenya blue doors kaya menarikk","Positive"
"5367",0,"presiden dan ibu iriana silaturahmi ke keraton yogyakarta ","Neutral"
"5368",0,"usai salat id jokowi silaturahmi ke kraton beritajogja jogja jogjaistimewa ","Neutral"
"5369",1,"mohon maaf lahir batin silaturahmi ygy ","Positive"
"5370",0," silaturahmi shopeeid","Neutral"
"5371",0,"presiden joko widodo dan ibu iriana silaturahmi ke keraton yogyakarta ","Neutral"
"5372",0,"kamu belum silaturahmi kelamin loh sama aku ","Neutral"
"5373",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5374",-6,"baru juga tadi malam ketemu bilang mon maaf bla bla blaa eh besok siang pas silaturahmi bilang kok kamu gendut enggak ada niat diet teman kamu enggak ingat suruh kamu diet bla bla blaawoy anjing urus banget hidup orang ngebiayain juga kagak pakyu","Negative"
"5375",-1,"takut saat hari lebaran begini ketika ada mantan sudah jadi suami orang ingin bertamu atas nama ingin jalin tali silaturahmi macam rasa malaikat maut sok ba intai mau ba cabut nyawa haha ","Negative"
"5376",8,"rt selamat raya idulfitri dan nikmat libur lebaran sama orang orang kasih moga silaturahmi lebaran kali","Positive"
"5377",6,"yea i know ini momen tahun sekal masa silaturahmi harus senang gue juga senang kok kalo ketemu saudara yang enggak pernah ketemu tapi karena asik ya gue nyaman pas ketemu coba kalo ketemu yang agak sebal karena kepo enggak semua orang bisa hadap itu dengan santai ","Positive"
"5378",0,"capek banget muter silaturahmi tahun lebaran di wsb karena enggak ada sodara ya pasti habis solat rumah saja tidur ","Neutral"
"5379",0,"hp silaturahmi gue malah tinggal haduuuu","Neutral"
"5380",5,"silaturahmi mak sepeda seru kali ya","Positive"
"5381",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5382",0," silaturahmi ","Neutral"
"5383",2," kala kena musibah tetangga lah yang pertama akan datang dan bantu bukan sodara kita orang kampung yang hidup di kampung sering tunggu jenazah malam karena tunggu anak pulang dari rantau dan perlu anda ingat silaturahmi itu bukan cuma nyambangi sodara saja","Positive"
"5384",-2,"tuju banget ada yang up juga waktu awal baca semangat pengin ikut balas eh pas lihat threadnya enggak jadi deh kok malah begini begitu asal tau saja mbak dengan kamu begitu cara enggak langsung dosa loh bikin orang jadi belok ke mall daripada jalin silaturahmi sama sodara tetangga moga allah maaf ","Negative"
"5385",0,"silaturahmi kalian bahas ta ku wkwk","Neutral"
"5386",-3," aku dong sendiri jaga bapak di rumah sakit sudah enggak punya saudara ibu sakit sekarang bapak juga sakit jaga sendiri ada rumah sakit saudara pupu pada sibuk silaturahmi hayolohh ada yang lebih ngenes dari ini enggak ","Negative"
"5387",0,"vibenya asa lagi jalan silaturahmi tetangga ","Neutral"
"5388",-7,"rt lebaran tahun ini enggak tau kenapa cuma pengin diam saja kasur enggak usah silaturahmi mana mana soal punya sodara enggak ada ya","Negative"
"5389",3,"tapi yang nama lebaran enggak bawa fulus pas silaturahmi ke sanak keluarga hmm jamin kenyang lahir batin jajan deh penuh di meja belum lagi ada maemnya lahir ya banyak hidang batin didoain sama simbah pak deh pak lik dll habis itu plesir deh sama saudara ","Positive"
"5390",-3,"me every eid pusing karena capek silaturahmi pusing karena banyak tidur ","Negative"
"5391",-3,"tiap silaturahmi sudah sulit banget ngerengek minta thr yang ada serbu bocil","Negative"
"5392",4," silaturahmi saja ke rumah nya mumpung hari baik idulfitri terus ajak ngopi luar ","Positive"
"5393",0,"silaturahmi lebaran jilbabcantik jilbabmontok jilbabseksi jilbabindonesia jilbabindo jilbab jilbabhot hijabcantik hijabmontok hijabseksi hijabhot jilbabtoge hijabtoge jilbabketat jilbabsangek ukhti ukhticantik ukhtiseksi ukhtimontok ","Neutral"
"5394",0," enggak ikut silaturahmi ","Neutral"
"5395",3," beda flight kak nat entar dia sama manager berangkat mau silaturahmi ke keluarga besar dulu","Positive"
"5396",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5397",0,"kenapa sih salty banget soal lebaran karena harus salam sama yang enggak kenal padahal itu ajang bertemu tetangga juga silaturahmi yang enggak kenal jadi kenal enggak pernah lihat jadi lihat lagi kalo anggota keluarga tinggal yang nolong duluan kan tetangga sodara masih harus otw","Neutral"
"5398",-2,"silaturahmi sama siluman keset ","Negative"
"5399",7,"alhamdulillah akhir dapat sama keluarga nikmat hari menang idul fitri silaturahmi yang sempat tunda dapat jalin kembali minal aidzin wal faizinmohon maaf lahir dan batin ","Positive"
"5400",0," silaturahmi","Neutral"
"5401",0,"siapa sini yang kasih thr langsung silaturahmi dengan kakek zeus ","Neutral"
"5402",8,"pagi tadi gue keliling ke beberapa tetangga buat silaturahmi gue sudah mikir bakal ada tanya kayak sudah semester berapa pacar mana sudah kerja mana tapi yang gue dapat malah ucap doa yang baik baik mennnn kayak moga sekolah pintar moga sukses ","Positive"
"5403",0,"loh heh ini ujan enggak renti bagaimana mau jalin silaturahmi ","Neutral"
"5404",8,"raya idul fitri selalu identik dengan maaf maaf tidak hanya bangun silaturahmi tradisi ini juga berik manfaat sehat lahir batin ","Positive"
"5405",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5406",-4,"selesai keliling di sinj tinggal nanti silaturahmi ke keluarga almarhum aki mother side yang beda wilayah itu si sok tiring but i sama happy when i sih the smile of my parents ","Negative"
"5407",-2,"kok sepi ya pada enggak mau thr ehhhhhh silaturahmi apa ya ","Negative"
"5408",0,"mau silaturahmi ke rumah boleh enggak ","Neutral"
"5409",0,"silaturahmi beda negara ","Neutral"
"5410",0,"enggak ada yang mau silaturahmi kelamin begitu wkwk gaysemarang","Neutral"
"5411",0," sudah selesai silaturahmi balik tidur rebah lagi ","Neutral"
"5412",4,"presiden serta ibu iriana joko widodo dan putra bungsu kaesang pangarep silaturahmi ke keraton yogyakarta jokowi menghaturkan selamat idulfitri kepada sultan hamengkubuwono kali gusti kanjeng ratu gkr hemas dan seluruh keluarga keraton yogyakarta ","Positive"
"5413",2,"fifa mobile dan fm lebih ok daripada broadcast template kalo mau silaturahmi ayo meetup saja ","Positive"
"5414",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5415",0,"pengin silaturahmi ke rumah mertua tapi belum tau alamat","Neutral"
"5416",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5417",0," kalau mau silaturahmi ke rumah dokter a kayak sangka mau obat","Neutral"
"5418",2,"fess ada yang tau ini tape ketan emping ini tuh bikin simbah uti dan bikin tahun sekal pas lebaran masih pakai daun juga bungkus kalo silaturahmi pas pulang dibawain banyak banget soal favorit aku buat kalian selamat lebaran ya selamat kumpul cont ","Positive"
"5419",0,"yang umur dm yuk silaturahmi gayjogja","Neutral"
"5420",5,"tidak lupa hartopo ucap selamat hari raya idulfitri hijriah kepada seluruh masyarakat kudus dalam momen erat tali silaturahmi ia mohon maaf apabila dapat khilaf bagai pemimpin maupun pribadi ","Positive"
"5421",0," silaturahmi miminjiminkiminmohon maaf lahir batin yaw thrdishopee thrdishopee thrdishopee thrdishopee","Neutral"
"5422",0,"fwb yuk silaturahmi adick adick puasa sudah selesai sama jakarta","Neutral"
"5423",0,"tb yuk silaturahmi adick adick puasa sudah selesai sama jakarta","Neutral"
"5424",0,"raya lebaran prabowo akan silaturahmi dengan jokowi dan megawati","Neutral"
"5425",-1,"tetap jalin silaturahmi di hari raya idul fitri lalu layan kutu warna cek info lengkap di link ig bawah ini ","Negative"
"5426",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5427",-2," ya dampak dari covid juga sih ya jadi asa kurang silaturahmi nya sekal silaturahmi eh dapat jackpot ","Negative"
"5428",7,"rt selalu amaze sama hal hal kecil di islam yang betul super thoughtful misal sunnah untuk lewat jalan yang beda t","Positive"
"5429",0,"rt lebaran itu dari sholat ied sampai ke silaturahmi selesai itu sisa rebah ","Neutral"
"5430",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5431",0,"baru mau silaturahmi ke akun sudah gembok wkwk","Neutral"
"5432",4,"silaturahmi virtual jokowi dan sama ruf amin sampai selamat hari raya idul fitri ","Positive"
"5433",0,"lanjut nanti silaturahmi nya","Neutral"
"5434",0," kamu enggak mau silaturahmi sama aku ","Neutral"
"5435",0," atau maksutmu silaturahmi ","Neutral"
"5436",-3,"ugm fess sini pas silaturahmi ada yang di tanya lulus kapan begitu sender jadi malu karena belum lulus kuliah","Negative"
"5437",0,"pantau sampai siang ini warga simo regency belum ada yang pakai erigo buat silaturahmi ","Neutral"
"5438",3,"tadi lucu banget ada keluarga sapam silaturahmi ke rumah anak yang paling kecil kelas sd mau naik kelas sama bunda ditanyain sudah punya ragam sepatu dll terus dia jawab sudah punya semua bunda tanya lagi terus yang belum punya apa atuh dia jawab hape ","Positive"
"5439",-4,"teteh sudah kerja teteh mana calon lain kali ajak silaturahmi sini teteh kapan nikah nih teteh thr nya mana ah teteh mah sudah gede enggak usah kasih thr ya ","Negative"
"5440",0,"lebaran di yogyakarta jokowi sama keluarga silaturahmi dengan sri sultan hb kali lewat id spostid jokowi","Neutral"
"5441",-5,"habis silaturahmi langsung login genshin buat ngeweekly wkwk padahal capek banget ini astaga ","Negative"
"5442",-1," selesai lebaran dan silaturahmi keluarga konser kecil dong mas sal ","Negative"
"5443",1,"alhamdulillah masih bisa silaturahmi tapi maaf enggak bisa lama butuh energi besar buat bisa ketemu orang taqabbalallahu minna wa minkum eidmubarak ","Positive"
"5444",4,"jangan asih pikir ke anak kalo lebaran itu waktu dapat uang silaturahmi dapat uang benar ini jangan bakal kedokrin sampai dewasa esensi lebaran malah jadi salah","Positive"
"5445",9," yang paling suka silaturahmi makan makan kumpul keluarga reuni sama teman kecil sd seru kalo pulang hari biasa kp sepi ","Positive"
"5446",0,"silaturahmi sama yang punya rumah ","Neutral"
"5447",-4," silaturahmi apa tanya nya kenapa belum nikah sudah kepala enggak ada yang mau ya atau memang rencana jadi perawan tua itu apa namny ","Negative"
"5448",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5449",0," ketika jarak jadi rintang namun silaturahmi harus tetap jalin salam online dari tang onlen ku","Neutral"
"5450",0,"sholat id makan opor sungkem sama keluarga silaturahmi ke tetangga silaturahmi ke saudara turuuuuuuuuuu boleh sserafim debut","Neutral"
"5451",0,"mau lebaran ke zoo mau silaturahmi","Neutral"
"5452",-2," kowe ki lagi ngopo je boleh bakdha bakdha kok mung no harap komputer wae mbok kono silaturahmi ngapunten pak nik nembe ndamel metaverse kagem kantor lurah pak lurah pun wanti wanti mangkeh bibar bakdha ajeng di launching ","Negative"
"5453",-8,"niat hati silaturahmi ke rumah teman eh malah adeknya diapelin ayangnya sksks mana cakep banget aur jadi ikut tremorr ayokk adek jangan iri kanan saja","Negative"
"5454",4,"benar mental ku ruji tiap silaturahmi ke rumah tetangga ","Positive"
"5455",-4," juta nder serlok lah belah mana nya mau silaturahmi","Negative"
"5456",0," minal aidin keluarga kangmas maaf lahir batin ayo sni main kak kbayoran kang terry di tanya suami saya kata kapan silaturahmi ","Neutral"
"5457",1,"jaga silaturahmi jaga prokesselama raya hari lebaran masyarakat wajib tetap disiplin prokes dengan laksana sama seperti maka masker dan jaga jarak tetapprokessaatlebaranbersama laksana sama ","Positive"
"5458",0,"alhamdulillah masih bisa silaturahmi","Neutral"
"5459",4," agar silaturahmi tetap aman selalu patuh prokes","Positive"
"5460",2,"tapi di sisi lain kayak pemerintah laku hal rupa buat hari raya agama lain tidak ada cuti sama kian hari entah natal imlek atau yang lain bukan cuma biar yang raya bisa silaturahmi saja tapi biar yang lain dapat waktu libur juga hehe","Positive"
"5461",0,"alhamdulillah gua syukur banget sama cuti sama buat lebaran ini jadi yang raya bisa silaturahmi dengan keluarga dan sodara lebih setelah dua tahun pandemi ","Neutral"
"5462",-7,"rt mohon maaf ya allah swt kami telah buat jahat pecah belah bangsa jauh tali silaturahmi dan satu tidak aku","Negative"
"5463",-3,"mbak nya tolong ya di moment lebaran ini jangan kamu jadi bahan untuk modus modus silaturahmi sama mantan kamu saya cemburu mbak soalnyaa ","Negative"
"5464",7,"karena sudah mudik des feb maret alhamdulillah sekarang gagampang sensi hati ditanya kerja kuliah lagi nikah jawab santai saja minta didoain benar mereka kan niat silaturahmi cari topik obrol ","Positive"
"5465",0," nanti kalo sudah punya cucu pas lebaran ibu deh yang gendong bawa keliling silaturahmi mau pamer cucuwaduh siap ibundaaaaa","Neutral"
"5466",4,"agak kesel tadi pas keliling silaturahmi didoain supaya cepat nikah tapi enggak kalian kasih calon ","Positive"
"5467",4,"tadi pagi sih semangat keliling buat silaturahmiskrng capek ngantuk dah","Positive"
"5468",0,"presiden dan ibu iriana silaturahmi ke sri sultan hamengkubuwono kali di keraton yogyakarta ","Neutral"
"5469",0," sambut idul fitri kapoldasu erat silaturahmi jaga sama dan perkokoh saudara ","Neutral"
"5470",11,"keluarga besar palang merah indonesia ucap selamat hari raya idul fitri syawal hijriyahmohon maaf lahir bathin mari jadi momen idul fitri untuk selalu bagi baik dan jalin silaturahmi idulfitri idulfitri pmiselalubantu ","Positive"
"5471",13," selamat raya idulfitri dan nikmat libur lebaran sama orang orang kasih moga silaturahmi lebaran kali ini bisa lepas rindu lebaran yang lalu lalu dan mari sambut hari raya dengan saling memaafkantaqaballahu minna waminkum mohon maaf lahir bathiniki","Positive"
"5472",0," silaturahmi virtual","Neutral"
"5473",-4," nctzh siang siang sambil silaturahmi kalo bosan bisa mampir baca few tweets au sinihh ","Negative"
"5474",-3," pada keluar semua mau silaturahmi wkwk ","Negative"
"5475",0," jawab silaturahmi min thrdishopee","Neutral"
"5476",4,"benar enggak harus tunggu lebaran juga tiap pagi kayak begini cuma karena buru buruin silaturahmi tinggal abah solat ied jadi lumayan hobah hobah deh tadi pagi ","Positive"
"5477",0," hun otw silaturahmi ke rumah saudara bunda ","Neutral"
"5478",4,"selamat datang bulan ke hijriyah ada berkah dalam tiap silaturahmi ","Positive"
"5479",5,"rt selamat raya hari raya idul fitri h mohon maaf lahir dan batin mari kita saling maaf dan saling memper","Positive"
"5480",0," ya lanjut silaturahmi lah","Neutral"
"5481",9," he enjoys lebaran she doesn t enjoy lebaran we don t care meanwhile we the non moslem people yang nikmat libur lebaran tanpa harus ibadah dan silaturahmi terima kasih sobat mayoritas saat nyetok vibe black tea buat healing ","Positive"
"5482",3,"presiden dan ibu negara iriana jokowi laku silaturahmi cara online kepada wapres maruf amin dari gedung agung jogjakarta minal aidzin walfaidzin ","Positive"
"5483",0," hahahahaha validaku yang introvert baru silaturahmi ke rumah tetangga saja sudah capek banget rasa ","Neutral"
"5484",0," anon ikut silaturahmi juga ","Neutral"
"5485",0,"teman teman yang lagi silaturahmi jangan cape ya nanti drop jangan lupa bawa cotri nya xoxo","Neutral"
"5486",0,"setelah silaturahmi saat check ini","Neutral"
"5487",0,"bagaimana rasa idul fitri enggak bisa silaturahmi ke rumah orang yang lu sayang sakit enggak ","Neutral"
"5488",0," rumah tetangga yang saya datengin tidak ada yang asih thr tapi tidak apa apa silaturahmi number ","Neutral"
"5489",0," enggak apa-apa kak keliling kan buat silaturahmi bukan buat cari thr ","Neutral"
"5490",-3,"hindar konflik adalah ibadah salah satu bentuk silaturahmi turut bagi ulama adalah tidak sering bertemu karena dengan sering bertemu justru akan makin lihat buruk saudara sehingga bisa timbul rasa tidak suka gus baha ","Negative"
"5491",8," sabar kak gue juga suka rasa bilang tuwa ketika lagi kumpul silaturahmi keluarga memang ye ","Positive"
